"filename", "language", "Docker", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\self-motivation\self-motivation.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\self-motivation\self-motivation.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\self-motivation\self-motivation.component.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 7, 83
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-analysis\social-analysis.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-analysis\social-analysis.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-analysis\social-analysis.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-analysis\social-analysis.component.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 6, 102
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-network-analysis\nodeformatter.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 3, 5, 49
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-network-analysis\social-network-analysis.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-network-analysis\social-network-analysis.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-network-analysis\social-network-analysis.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\social-network-analysis\social-network-analysis.component.ts", "TypeScript", 0, 0, 0, 0, 120, 0, 0, 0, 4, 12, 136
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-comparison\student-comparison.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-comparison\student-comparison.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-comparison\student-comparison.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-comparison\student-comparison.component.ts", "TypeScript", 0, 0, 0, 0, 91, 0, 0, 0, 0, 6, 97
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-interaction-patterns\student-interaction-patterns.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-interaction-patterns\student-interaction-patterns.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-interaction-patterns\student-interaction-patterns.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\student-interaction-patterns\student-interaction-patterns.component.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, 2, 11, 109
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-distribution\time-distribution.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-distribution\time-distribution.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-distribution\time-distribution.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-distribution\time-distribution.component.ts", "TypeScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 4, 85
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-planning\time-planning.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-planning\time-planning.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-planning\time-planning.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\time-planning\time-planning.component.ts", "TypeScript", 0, 0, 0, 0, 114, 0, 0, 0, 1, 3, 118
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-analytics\video-analytics.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-analytics\video-analytics.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-analytics\video-analytics.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-analytics\video-analytics.component.ts", "TypeScript", 0, 0, 0, 0, 107, 0, 0, 0, 0, 9, 116
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-engagements\video-engagements.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-engagements\video-engagements.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-engagements\video-engagements.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\video-engagements\video-engagements.component.ts", "TypeScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 5, 86
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\writing-analytics\writing-analytics.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\writing-analytics\writing-analytics.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\writing-analytics\writing-analytics.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\charts\writing-analytics\writing-analytics.component.ts", "TypeScript", 0, 0, 0, 0, 734, 0, 0, 0, 0, 13, 747
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data-dialog.component.css", "CSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data-dialog.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 5, 19
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data.component.css", "CSS", 0, 0, 0, 0, 0, 0, 176, 0, 0, 37, 213
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 288, 16, 36, 340
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\add-data.component.ts", "TypeScript", 0, 0, 0, 0, 476, 0, 0, 0, 34, 62, 572
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-data\data.resolver.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 3, 28
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-reference\add-reference.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-reference\add-reference.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 36, 1, 5, 42
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-reference\add-reference.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\add-reference\add-reference.component.ts", "TypeScript", 0, 0, 0, 0, 88, 0, 0, 0, 4, 16, 108
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\admin\admin.component.css", "CSS", 0, 0, 0, 0, 0, 0, 72, 0, 0, 19, 91
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\admin\admin.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 45, 0, 8, 53
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\admin\admin.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\admin\admin.component.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 3, 14, 81
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dashboard\dashboard.component.css", "CSS", 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dashboard\dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 10
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dashboard\dashboard.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dashboard\dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 6, 24
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\display.component.css", "CSS", 0, 0, 0, 0, 0, 0, 148, 0, 2, 31, 181
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\display.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 235, 2, 15, 252
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\display.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\display.component.ts", "TypeScript", 0, 0, 0, 0, 486, 0, 0, 0, 39, 54, 579
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\filter.pipe.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 8, 32
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\select-check-all.component.ts", "TypeScript", 0, 0, 0, 0, 51, 0, 0, 0, 1, 12, 64
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\table\table.component.css", "CSS", 0, 0, 0, 0, 0, 0, 65, 0, 0, 18, 83
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\table\table.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 80, 1, 3, 84
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\table\table.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\display\table\table.component.ts", "TypeScript", 0, 0, 0, 0, 55, 0, 0, 0, 4, 21, 80
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dropdown\dropdown.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dropdown\dropdown.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 3, 28
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dropdown\dropdown.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\dropdown\dropdown.component.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 17, 45
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\header\header.component.css", "CSS", 0, 0, 0, 0, 0, 0, 42, 0, 2, 10, 54
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\header\header.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 43, 13, 8, 64
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\header\header.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\header\header.component.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 2, 14, 59
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\header\header.service.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\reference\referance.component.css", "CSS", 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\reference\referance.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 17, 0, 2, 19
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\reference\referance.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\reference\referance.component.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 5, 12, 84
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-display\review-display.component.css", "CSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 11, 55
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-display\review-display.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 72, 0, 1, 73
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-display\review-display.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-display\review-display.component.ts", "TypeScript", 0, 0, 0, 0, 113, 0, 0, 0, 9, 17, 139
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-edit\review-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 37, 0, 0, 7, 44
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-edit\review-edit.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 116, 0, 3, 119
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-edit\review-edit.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\review-edit\review-edit.component.ts", "TypeScript", 0, 0, 0, 0, 143, 0, 0, 0, 7, 13, 163
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\star-rating\star-rating.component.css", "CSS", 0, 0, 0, 0, 0, 0, 16, 0, 3, 5, 24
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\star-rating\star-rating.component.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 7
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\star-rating\star-rating.component.spec.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\component\star-rating\star-rating.component.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 3, 9, 52
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\data.model.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\data.service.spec.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\data.service.ts", "TypeScript", 0, 0, 0, 0, 139, 0, 0, 0, 13, 49, 201
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\superAdmin\super-admin.service.spec.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\app\superAdmin\super-admin.service.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 1, 7, 26
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\assets\js\tooltipJS.js", "JavaScript", 0, 0, 0, 0, 0, 118, 0, 0, 8, 24, 150
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\assets\js\tour.service.ts", "TypeScript", 0, 0, 0, 0, 88, 0, 0, 0, 1, 2, 91
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\assets\js\tourJS.js", "JavaScript", 0, 0, 0, 0, 0, 83, 0, 0, 9, 2, 94
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 11, 3, 17
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 50, 5, 19, 74
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\main.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 55, 8, 64
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 142, 0, 4, 27, 173
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\src\test.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 4, 4, 21
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\tsconfig.app.json", "JSON", 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\tsconfig.json", "JSON with Comments", 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\tsconfig.spec.json", "JSON", 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Ahmad\Documents\GitHub\OpenLAIR2.0\frontend\tslint.json", "JSON", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 91
"Total", "-", 1, 12947, 39, 14, 8050, -208, 841, 1521, 343, 1351, 24899
